20000621,143,26.9,23.2,33
20000622,143,21.5,20.3,23.4
20000623,143,24,20.7,28.3
20000624,143,21.2,20.1,22.4
20000625,143,23.4,20.2,26.9
20000626,143,23.3,22.8,24.6
20000627,143,22.3,21,23.8
20000628,143,22.9,20.4,26.9
20000629,143,23.6,18.7,28.4
20000630,143,26.2,22.2,30.2
20000701,143,26.4,25,29.3
20000702,143,28.2,23.8,32.5
20000703,143,29.2,25.2,34.1
20000704,143,28,23.7,34.6
20000705,143,26,22.3,31.1
20000706,143,28.8,22.8,34.8
20000707,143,25.3,22.1,29
20000708,143,24.5,20.9,29.5
20000709,143,25.9,21.4,31.5
20000710,143,25.5,20.8,30.2
20000711,143,27.7,24.5,32.1
20000712,143,28.2,24.7,32.2
20000713,143,29.1,24.8,33.5
20000714,143,25.1,23.9,27
20000715,143,24.3,23.3,25.7
20000716,143,26.7,24,30.6
20000717,143,28.4,24.2,32.5
20000718,143,28.6,25.5,32.7
20000719,143,27.7,25.6,33.2
20000720,143,28.9,24.9,32.8
20000721,143,30.3,26.1,33.9
20000722,143,30.5,27.4,34.1
20000723,143,21.5,19.2,29.6
20000724,143,25,20.1,29.9
20000725,143,26.6,23.5,31.6
20000726,143,25.7,22.9,30.4
20000727,143,26,21,31.5
20000728,143,27.3,22.6,32.5
20000729,143,29.2,25,34
20000730,143,26.3,22.7,30.7
20000731,143,24.4,22.5,28.4
20000801,143,25.4,21.3,30.9
20000802,143,23.7,21.3,26.6
20000803,143,24.1,22.6,26.6
20000804,143,23.4,22,25.5
20000805,143,27.4,22.8,32.1
20000806,143,27,24.5,32.4
20000807,143,26.7,23.8,29.9
20000808,143,26.4,24.3,31.9
20000809,143,27.2,23.5,31.5
20000810,143,28.2,23.2,33.3
20000811,143,28.7,24.3,33.2
20000812,143,28.2,24.3,33.2
20000813,143,27,23.6,32
20000814,143,28,23.2,32.8
20000815,143,29.1,24.3,33.3
20000816,143,27.6,26.1,30.1
20000817,143,26.3,24.5,30.2
20000818,143,26.3,25,27.9
20000819,143,26.3,24.2,29.7
20000820,143,25.6,24.4,27.8
20000821,143,27,22.4,31.4
20000822,143,26.4,22.7,30.9
20000823,143,26.5,21.2,31.7
20000824,143,25.1,23.5,27.2
20000825,143,24.4,23.3,26.6
20000826,143,24.4,22.7,26.7
20000827,143,27,24.8,30.9
20000828,143,26.8,23.4,32.8
20000829,143,27.3,23.9,31.7
20000830,143,27.5,24.5,31.2
20000831,143,27.3,25.2,29.2
20000901,143,29.2,27.3,32.3
20000902,143,27.8,24.9,31.8
20000903,143,23.1,21.4,26.3
20000904,143,23.4,19.6,28.3
20000905,143,23.5,19.2,28.9
20000906,143,24.1,19.5,29.7
20000907,143,22.6,20.6,25.4
20000908,143,20.3,19.8,21
20000909,143,20.9,19.1,23.4
20000910,143,20.8,19.2,23
20000911,143,19.4,18,21.7
20000912,143,19.7,16.4,22.5
20000913,143,16.6,15.5,17.6
20000914,143,18.9,16.7,20.7
20000915,143,20.7,19.3,22.6
20000916,143,21.6,19.2,23.4
20000917,143,22,17.9,26.8
20000918,143,20,14.8,25.4
20000919,143,19.9,13.2,26.9
20000920,143,20.2,14,27.6
20000921,143,19.8,15.4,23.5
20000922,143,20,19.2,21.7
20000923,143,21.6,18.8,26.3
20000924,143,21.8,19.1,26.1
20000925,143,21.3,18,25.7
20000926,143,19.5,15.2,25.4
20000927,143,18.1,12.8,24.9
20000928,143,18.5,13.3,23.4
20000929,143,19.9,15.9,23.7
20000930,143,21.1,18,25.7
20001001,143,19.7,14.7,25.5
20001002,143,17.7,15.8,19.3
20001003,143,18.8,14.4,24.5
20001004,143,18.2,12.6,24.7
20001005,143,19.3,13.5,25.4
20001006,143,20,14.7,25.8
20001007,143,20.2,15.3,26.6
20001008,143,17.3,15,20
20001009,143,20,14.4,25.9
20001010,143,20.6,16.2,26.1
20001011,143,21.6,17.2,26.2
20001012,143,17.3,12.9,21
20001013,143,14,11.1,18.3
20001014,143,13.7,8.4,18.2
20001015,143,15.5,10.9,21
20001016,143,14.2,8.3,20.7
20001017,143,14,10.5,17.6
20001018,143,14.2,11.3,19.6
20001019,143,14.6,10.2,19.3
20001020,143,15.8,11.2,21.4
20001021,143,16.4,12,22.3
20001022,143,15.6,10.2,20.6
20001023,143,17.3,14.2,20.6
20001024,143,18.9,15.5,21.8
20001025,143,19.4,15.6,23.1
20001026,143,15.2,11.9,20
20001027,143,14.4,10,19.8
20001028,143,13.7,10.6,17.7
20001029,143,13.8,11.7,16.1
20001030,143,12.4,6.7,19.2
20001031,143,12.7,6.5,17.6
20001101,143,12.7,12.1,14
20001102,143,14.3,11.4,17.6
20001103,143,14.7,11.1,20.8
20001104,143,13.9,9.1,20.1
20001105,143,14.6,10.7,20.4
20001106,143,13.5,7.6,21.2
20001107,143,14.2,9,20.7
20001108,143,8.3,5.8,11.4
20001109,143,9.4,3.2,16.9
20001110,143,10.3,5.1,17.1
20001111,143,8.2,2.9,13.2
20001112,143,8.6,5,13.6
20001113,143,8.6,4,14
20001114,143,8.4,2.9,13.7
20001115,143,10.5,8.8,11.8
20001116,143,10.3,9.1,12
20001117,143,9,6.4,13.6
20001118,143,7.3,3.4,12.2
20001119,143,7.5,1.1,13.8
20001120,143,9.1,7,12.4
20001121,143,5,2,7.9
20001122,143,4.5,-1.5,11.2
20001123,143,7,0.7,14.6
20001124,143,7.9,2.2,14.9
20001125,143,9.1,3.9,16.3
20001126,143,9.7,3.9,13.7
20001127,143,7.2,4.4,11.4
20001128,143,6,1.4,11.3
20001129,143,5.7,-0.2,10.9
20001130,143,7.8,4.2,10.7
20001201,143,9,3.7,14.9
20001202,143,8.9,2.6,15.3
20001203,143,9.6,4.8,13.1
20001204,143,5.2,-1,11.8
20001205,143,7.1,2.5,12.2
20001206,143,4.8,1,9.7
20001207,143,4.8,-0.6,10.8
20001208,143,7.2,1.1,14.3
20001209,143,7.8,1.6,15
20001210,143,5.4,1.6,9.8
20001211,143,-1.8,-5,1.9
20001212,143,-2.2,-6.8,1.7
20001213,143,1.8,-3.1,7.6
20001214,143,3.1,-2.4,9.9
20001215,143,7.1,-1.1,14.4
20001216,143,6.3,1.9,10.7
20001217,143,3.8,-1.1,10.4
20001218,143,2.8,-1.4,6.4
20001219,143,6.2,2,9.6
20001220,143,4.1,1.9,6.7
20001221,143,4.4,1.2,8.7
20001222,143,3.6,-2.8,11
20001223,143,4.1,-0.7,9.5
20001224,143,3.5,0.5,8.1
20001225,143,-0.3,-3.6,2.4
20001226,143,-2.7,-5.8,1.7
20001227,143,-0.8,-6.4,4.7
20001228,143,2,-1.3,6.3
20001229,143,1,-5,8.5
20001230,143,4.1,-1.7,12
20001231,143,2.3,-2.9,6.8
20010101,143,0.6,-4.9,5.8
20010102,143,4.2,0.8,8.4
20010103,143,-2,-5.6,2.4
20010104,143,-3.3,-6.1,0.4
20010105,143,-1.7,-5.6,3
20010106,143,1,-5.6,4.9
20010107,143,5.4,2.7,7.9
20010108,143,6.2,3.9,11
20010109,143,4.7,2.7,7.5
20010110,143,0.4,-2.5,4.6
20010111,143,0.4,-3.2,4.8
20010112,143,-3.9,-7.1,-0.3
20010113,143,-3.4,-6.3,2
20010114,143,-7.5,-10,-3.6
20010115,143,-8.5,-11.7,-4.4
20010116,143,-6.5,-9.7,-1.9
20010117,143,-3.1,-7.7,2.4
20010118,143,0.7,-5,6
20010119,143,2.5,-3.7,7.4
20010120,143,3.5,1.7,6.5
20010121,143,2.7,0.2,6
20010122,143,1.8,-1.1,5.7
20010123,143,2.6,-1.3,7.4
20010124,143,2.3,-2.8,6.1
20010125,143,4.9,2.7,6.7
20010126,143,5.6,3.5,6.4
20010127,143,3.5,2.1,7.3
20010128,143,1.1,-2.6,5.9
20010129,143,1.4,-4.3,6.7
20010130,143,3.1,-0.4,8.4
20010131,143,2.2,-2.1,5.8
20010201,143,1.2,-4,5
20010202,143,-0.7,-6.1,4.9
20010203,143,3.2,-2.5,9.2
20010204,143,4.8,1.1,9.1
20010205,143,6.6,-0.7,12.9
20010206,143,8.1,5.7,11.5
20010207,143,5.3,-1.2,8.6
20010208,143,-1.1,-5,3
20010209,143,2,-3.5,7.6
20010210,143,3.3,-1.2,8.3
20010211,143,2.2,-3.3,6.8
20010212,143,2.4,1.2,4.1
20010213,143,1.8,-0.8,6.6
20010214,143,0.2,-3.7,4.7
20010215,143,3,-4.1,10
20010216,143,0.6,-2.1,4.3
20010217,143,2,-3.7,7.2
20010218,143,6.9,2.1,12.5
20010219,143,9.2,3.4,15.2
20010220,143,9,2.8,15.9
20010221,143,6.9,3.5,9.8
20010222,143,8.8,1.4,17.7
20010223,143,5.9,4.5,7.4
20010224,143,4.1,2.3,6
20010225,143,2.3,-1.2,6.6
20010226,143,4.5,-1.2,12.2
20010227,143,5.1,0,8.7
20010228,143,8.6,5.2,13.3
20010301,143,7.7,5.4,11.8
20010302,143,7.9,1.8,13.4
20010303,143,8.6,3.9,15
20010304,143,2.2,0.6,4.9
20010305,143,6,0.8,11.4
20010306,143,9.1,1.8,17.2
20010307,143,3.6,-0.1,7.2
20010308,143,-0.5,-2,3
20010309,143,2.5,-3.2,7.6
20010310,143,7,2.6,13.9
20010311,143,4.9,-1.8,11
20010312,143,5.8,1.7,10.5
20010313,143,7.8,0.2,14.7
20010314,143,13,4.4,19.4
20010315,143,11.1,6.7,16.4
20010316,143,9.2,1.1,15
20010317,143,10.7,8.9,14.1
20010318,143,13.4,7,20.3
20010319,143,16,8.6,22.3
20010320,143,16.9,10.4,24.6
20010321,143,15.7,7.8,24.3
20010322,143,15.8,10.4,23.6
20010323,143,14.3,8.3,21
20010324,143,15.6,6.2,23.1
20010325,143,16.3,11.1,23.7
20010326,143,8.9,5.1,13.7
20010327,143,8.1,1.8,13.1
20010328,143,7.8,4.8,11.8
20010329,143,6.5,4.1,11.2
20010330,143,3.7,1.3,6.7
20010331,143,7.7,3,13.2
20010401,143,9.9,3.2,16.7
20010402,143,13.1,4.9,21.2
20010403,143,12.3,8.4,18.6
20010404,143,12.8,3.7,21.2
20010405,143,15.8,8.9,22.9
20010406,143,14.1,7.7,20.5
20010407,143,16.3,8.8,23.7
20010408,143,18.6,10.3,25
20010409,143,19.4,15.3,25.6
20010410,143,20,12.6,27.1
20010411,143,14.4,7.1,20.2
20010412,143,11.5,6.8,16.9
20010413,143,14.7,6.4,20.6
20010414,143,15.1,12.5,18.1
20010415,143,17.3,8.9,25.2
20010416,143,18.3,11.6,26.4
20010417,143,18.8,10.3,26.3
20010418,143,19.4,10.3,27.1
20010419,143,20.2,11.7,27.3
20010420,143,11.9,9.6,19.2
20010421,143,14,7.4,20.2
20010422,143,14.4,10.3,19.1
20010423,143,17,9.2,24.7
20010424,143,16.6,12.7,22.6
20010425,143,14.4,9,19.8
20010426,143,16.2,8.2,22.3
20010427,143,18,9.7,24.8
20010428,143,17.8,12.3,24.4
20010429,143,16.5,15.5,17.8
20010430,143,16.6,13.4,22.2
20010501,143,14.1,10.1,18
20010502,143,14.6,11.3,21.4
20010503,143,14,8.7,18.3
20010504,143,16.2,10.1,22.2
20010505,143,16.6,10.1,22.8
20010506,143,19.9,12.4,25.2
20010507,143,18.4,17.1,19.8
20010508,143,19.1,16.2,22.1
20010509,143,19.6,15.8,24.7
20010510,143,19.4,14.1,24.4
20010511,143,18.5,13.1,23.5
20010512,143,20.4,13.8,26.6
20010513,143,22.6,15,29.3
20010514,143,22.8,16.4,30
20010515,143,22.8,17.8,27.6
20010516,143,22.1,18.2,26.8
20010517,143,23.9,15.3,31.1
20010518,143,22.9,18.7,28.5
20010519,143,24.9,18.3,31.6
20010520,143,25,19.9,31
20010521,143,21.5,15.8,27.6
20010522,143,17.7,15.5,19.6
20010523,143,18,16.6,19.9
20010524,143,21.1,15.7,29.7
20010525,143,22.2,15.9,29.2
20010526,143,23.2,19.8,26.6
20010527,143,23.2,19.4,29.3
20010528,143,23.1,15.2,29.7
20010529,143,24.9,16.9,31.4
20010530,143,21.1,19.4,24
20010531,143,22.1,17.8,26.9
20010601,143,23.2,15.5,29.6
20010602,143,24.3,17.7,30.4
20010603,143,25.9,17.9,32.6
20010604,143,26.2,21.6,31.2
20010605,143,23.4,21.7,25.8
20010606,143,26.1,20.2,32
20010607,143,24.1,20.1,30.9
20010608,143,24.2,19.3,31.1
20010609,143,25,19.4,32
20010610,143,24.8,19.2,33
20010611,143,23.3,20.5,28.6
20010612,143,23.5,18.5,30.1
20010613,143,20,18.2,22.4
20010614,143,20.2,18.3,22.4
20010615,143,22,17.8,27.3
20010616,143,23.8,16.6,29.7
20010617,143,25.3,21.2,30.7
20010618,143,21.5,21.2,24.1
20010619,143,22.6,21.3,24.7
20010620,143,22.5,20.4,26.1
20010621,143,21,19.7,23.7
20010622,143,23.1,18.4,28.3
20010623,143,23.2,21.7,26.1
20010624,143,21.3,20.3,22.5
20010625,143,25.4,21.1,30
20010626,143,25,22.8,28.5
20010627,143,26.1,21.8,30.1
20010628,143,27.3,22.4,32
20010629,143,26.3,25,28.8
20010630,143,27.8,24.3,32.8
20010701,143,24.8,22.2,28.7
20010702,143,29.3,24.8,34
20010703,143,30.4,26.1,34.9
20010704,143,30.2,25.3,35.8
20010705,143,26.9,24.1,32.5
20010706,143,25.3,22.3,28
20010707,143,24.8,19.9,29.7
20010708,143,27.1,21.6,32.4
20010709,143,28,22.6,32.9
20010710,143,27.6,23,32.5
20010711,143,27,25.5,28.6
20010712,143,23.2,21.9,26.6
20010713,143,25.6,21.5,30.1
20010714,143,26.8,25,29.2
20010715,143,29,24.5,33.3
20010716,143,24.4,22.6,26.4
20010717,143,24.9,22.1,28.4
20010718,143,25.1,19.5,29.7
20010719,143,25.4,20.7,31.9
20010720,143,27.7,22.7,32.4
20010721,143,28.6,25.6,32.2
20010722,143,30.4,25.9,35
20010723,143,31,27.4,35.1
20010724,143,30.5,27.1,34.5
20010725,143,28.9,24.8,33.8
20010726,143,29,25.4,34
20010727,143,28.3,25.9,32.6
20010728,143,29.6,26.6,33.2
20010729,143,31,26.3,34.8
20010730,143,29.4,27.3,33.7
20010731,143,29,26.9,34
20010801,143,30,27,34.1
20010802,143,30.6,27.2,35.1
20010803,143,30.9,27.8,35.5
20010804,143,30.3,27.1,34.8
20010805,143,28.6,25.5,31.4
20010806,143,29.5,25,34.3
20010807,143,28.6,25.9,30.9
20010808,143,29.2,25.3,34
20010809,143,29.2,26.2,32.2
20010810,143,27,25.2,29
20010811,143,25.7,22.7,27.6
20010812,143,25.2,22.7,27.4
20010813,143,26.7,24.5,28.8
20010814,143,26.7,23.2,30.3
20010815,143,27,24.2,30.4
20010816,143,28.8,24.6,34.3
20010817,143,28.5,25.5,32.5
20010818,143,27.9,24.6,32.1
20010819,143,26.3,24,30.1
20010820,143,27.3,24.4,32
20010821,143,27.7,22.9,32.1
20010822,143,28.3,24.8,33.1
20010823,143,27.6,23,32.8
20010824,143,27.4,21.2,33
20010825,143,26.1,22.4,30.3
20010826,143,25.3,21.3,31.9
20010827,143,24.4,19.8,29.8
20010828,143,24.4,19.4,29.8
